target_id,group_id,model_id,model_number,pool_role,path,native_pdb,metric_status,gdt_ts_proxy,gdt_ha_proxy,ca_lddt_proxy,tm_score_proxy,ca_rmsd_angstrom,ca_match_count,ca_match_basis,blockers,claim_boundary,rule_id
T1212,163,T1212TS163_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,78.648,55.258,0.553,0.953,1.720,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,163,T1212TS163_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.253,0.644,0.006,0.092,24.182,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,164,T1212TS164_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,72.639,48.230,0.482,0.937,2.002,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,164,T1212TS164_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.483,0.161,0.002,0.029,44.923,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,164,T1212TS164_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,5.150,0.966,0.010,0.210,14.967,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,164,T1212TS164_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,78.702,55.204,0.552,0.953,1.719,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,164,T1212TS164_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.253,0.644,0.006,0.092,24.182,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,167,T1212TS167_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,9.067,1.663,0.017,0.182,16.364,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,167,T1212TS167_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.770,0.107,0.001,0.060,30.423,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,167,T1212TS167_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.912,0.215,0.002,0.041,37.171,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,167,T1212TS167_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.682,0.590,0.006,0.077,26.603,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,167,T1212TS167_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.395,0.054,0.001,0.088,24.764,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,196,T1212TS196_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.000,0.000,0.000,0.027,46.627,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,196,T1212TS196_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.161,0.000,0.000,0.025,47.867,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
